ItemCode  ,Date                      ,Average_Cost,Average_Sales_Price,Total_Sales_Quantity,UPC          
1302102088,07/10/24,8.99,12.74,1,7323400303
1302102088,07/11/24,8.99,12.74,1,7323400303
1302102088,07/12/24,8.99,14.24,4,7323400303
1302102088,07/15/24,8.99,13.49,1,7323400303
1302102088,07/17/24,8.9875,13.49,3,7323400303
1302102088,07/20/24,8.99,11.99,13,7323400303
1302102088,07/22/24,8.99,12.37,6,7323400303
1302102088,07/23/24,8.99,11.99,3,7323400303
1302102088,07/25/24,8.99,11.99,3,7323400303
1302102088,07/26/24,8.99,11.99,1,7323400303
1302102088,07/27/24,8.99,14.99,2,7323400303
1302102088,08/02/24,8.99,14.99,1,7323400303
1302102088,08/03/24,8.99,12.14,2,7323400303
1302102088,08/06/24,8.99,13.49,3,7323400303
1302102088,08/07/24,8.99,14.04,8,7323400303
1302102088,08/08/24,8.99,14.99,10,7323400303
1302102088,08/09/24,8.99,13.54,3,7323400303
1302102088,08/10/24,8.99,13.49,3,7323400303
1302102088,08/12/24,8.9875,14.99,4,7323400303
1302102088,08/20/24,8.99,14.99,1,7323400303
1302102088,08/21/24,8.98,12.74,3,7323400303
1302102088,08/23/24,8.98,13.49,4,7323400303
1302102088,08/24/24,8.98,11.99,5,7323400303
1302102088,08/26/24,8.98,13.87,2,7323400303
1302102088,08/28/24,8.98,12.74,2,7323400303
1302102088,08/29/24,8.98,12.74,1,7323400303
1302102088,08/30/24,8.98,12.74,2,7323400303
1302102088,08/31/24,8.98,12.37,6,7323400303
1302102088,09/02/24,8.98,13.87,9,7323400303
1302102088,09/03/24,8.98,13.30,6,7323400303
1302102088,09/05/24,8.98,13.87,3,7323400303
1302102088,09/06/24,8.98,11.47,1,7323400303
1302102088,09/07/24,8.98,13.53,9,7323400303
1302102088,09/09/24,8.98,14.24,4,7323400303
1302102088,09/10/24,8.98,12.14,1,7323400303
1302102088,09/11/24,8.98,13.04,5,7323400303
1302102088,09/12/24,8.98,14.99,2,7323400303
1302102088,09/13/24,8.98,14.24,3,7323400303
1302102088,09/14/24,8.98,13.49,1,7323400303
1302102088,09/16/24,8.98,14.99,2,7323400303
1302102088,09/17/24,8.98,13.99,3,7323400303
1302102088,09/20/24,8.98,12.14,1,7323400303
1302102088,09/23/24,8.98375,16.64,7,7323400303
1302102088,09/25/24,8.98,14.99,1,7323400303
1302102088,09/27/24,8.99,16.19,1,7323400303
1302102088,09/28/24,8.99,14.57,1,7323400303
1302102088,10/01/24,8.99,17.99,1,7323400303
1302102088,10/04/24,8.99165,17.99,4,7323400303
1302102088,10/09/24,8.99,15.29,2,7323400303
1302102088,10/10/24,8.99,15.29,1,7323400303
1302102088,10/14/24,8.99,15.29,2,7323400303
1302102088,10/17/24,8.9933,14.57,3,7323400303
1302102088,10/18/24,8.99085,17.09,7,7323400303
1302102088,10/21/24,8.9925,17.09,4,7323400303
1302102088,10/24/24,8.99,17.99,1,7323400303
1302102088,10/25/24,9,17.99,1,7323400303
1302102088,10/26/24,8.995,17.09,2,7323400303
1302102088,10/28/24,9,16.19,1,7323400303
1302102088,10/29/24,8.99375,17.54,5,7323400303
1302102088,10/30/24,8.995,17.99,2,7323400303
1302102088,10/31/24,8.99335,17.99,4,7323400303
1302102088,11/04/24,8.995,16.79,4,7323400303
1302102093,03/27/24,21.58,29.99,4,880930899011
1302102093,03/28/24,21.58,31.24,4,880930899011
1302102093,03/29/24,21.58,27.99,10,880930899011
1302102093,03/30/24,21.58,26.99,2,880930899011
1302102093,04/04/24,21.58,21.58,5,880930899011
1302102093,04/08/24,21.58,34.99,3,880930899011
1302102093,04/09/24,21.58,29.99,1,880930899011
1302102093,04/16/24,21.58,29.99,1,880930899011
1302102093,04/19/24,21.58,29.99,1,880930899011
1302102093,04/22/24,21.58,29.99,1,880930899011
1302102093,04/24/24,21.58,24.99,4,880930899011
1302102093,04/27/24,21.58,25.99,5,880930899011
1302102093,04/29/24,21.58,27.62,2,880930899011
1302102093,05/01/24,21.58,27.99,1,880930899011
1302102093,05/06/24,21.58,29.74,1,880930899011
1302102093,05/13/24,21.58,27.99,1,880930899011
1302102093,05/14/24,21.58,34.99,1,880930899011
1302102093,05/24/24,21.58,28.49,3,880930899011
1302102093,05/25/24,21.58,28.49,2,880930899011
1302102093,05/27/24,21.58,26.99,1,880930899011
1302102093,05/28/24,21.58,19.75,2,880930899011
1302102093,05/29/24,21.58,29.99,1,880930899011
1302102093,05/31/24,21.58,29.99,2,880930899011
1302102093,06/04/24,21.58,29.99,1,880930899011
1302102093,06/08/24,21.58,27.91,4,880930899011
1302102093,06/15/24,21.58,31.49,1,880930899011
1302102093,06/25/24,21.58,33.82,3,880930899011
1302102093,07/15/24,21.58,29.74,1,880930899011
1302102093,07/19/24,21.58,34.99,1,880930899011
1302102093,08/05/24,21.58,26.99,1,880930899011
1302102093,08/06/24,21.58,26.99,2,880930899011
1302102093,08/09/24,21.58,29.99,2,880930899011
1302102093,08/10/24,21.58,26.99,1,880930899011
1302102093,08/16/24,21.58,25.49,1,880930899011
1302102093,08/26/24,21.58,25.49,3,880930899011
1302102093,08/27/24,21.58,27.74,2,880930899011
1302102093,08/29/24,21.58,25.49,2,880930899011
1302102093,08/30/24,21.58,25.49,2,880930899011
1302102093,09/02/24,21.58,25.49,1,880930899011
1302102093,09/13/24,21.58,34.99,1,880930899011
1302102093,09/16/24,21.58,29.99,1,880930899011
1302102093,09/17/24,21.58,24.29,1,880930899011
1302102093,09/21/24,21.58,25.64,2,880930899011
1302102093,09/24/24,21.58,26.99,2,880930899011
1302102093,09/26/24,21.58,39.99,1,880930899011
1302102093,09/27/24,21.58,26.99,1,880930899011
1302102093,09/28/24,21.58,26.99,1,880930899011
1302102093,09/30/24,21.58,26.99,1,880930899011
1302102093,10/01/24,21.58,25.19,3,880930899011
1302102093,10/02/24,21.58,29.99,1,880930899011
1302102093,10/04/24,21.58,29.99,1,880930899011
1302102093,10/10/24,21.58,29.99,1,880930899011
1302102093,10/11/24,21.58,29.99,1,880930899011
1302102093,10/12/24,21.58,29.99,2,880930899011
1302102093,10/16/24,21.58,29.99,1,880930899011
1302102093,10/18/24,21.58,26.99,1,880930899011
1302102093,10/22/24,21.58,28.49,3,880930899011
1302102093,10/23/24,21.58,26.99,1,880930899011
1302102093,10/24/24,21.58,29.99,1,880930899011
1302102093,10/25/24,21.58,29.99,1,880930899011
1302102093,10/26/24,21.58,35.99,1,880930899011
1302102093,10/31/24,21.58,29.99,1,880930899011
1302102093,11/04/24,21.58,26.99,2,880930899011
1302102093,11/05/24,21.58,28.99,3,880930899011
1302102093,11/09/24,21.58,29.99,2,880930899011
1302102093,11/11/24,21.58,35.99,1,880930899011
1302102093,11/12/24,21.58,33.99,1,880930899011
1302102102,03/19/24,18.64,34.99,1,880914306510
1302102102,04/11/24,18.64,34.99,4,880914306510
1302102102,04/12/24,19.708333,31.49,4,880914306510
1302102102,04/13/24,19.71,31.49,1,880914306510
1302102102,04/15/24,19.71,33.24,4,880914306510
1302102102,04/17/24,19.705,34.99,4,880914306510
1302102102,04/18/24,19.708333,33.24,4,880914306510
1302102102,04/19/24,19.708333,30.91,4,880914306510
1302102102,04/20/24,19.71,28.43,4,880914306510
1302102102,04/22/24,19.705,28.87,2,880914306510
1302102102,04/25/24,19.705,29.06,8,880914306510
1302102102,04/26/24,19.705,27.99,8,880914306510
1302102102,04/27/24,19.7039,30.32,6,880914306510
1302102102,04/29/24,19.705212,24.93,13,880914306510
1302102102,04/30/24,19.705,24.49,6,880914306510
1302102102,05/01/24,19.705,26.24,10,880914306510
1302102102,05/02/24,19.8356,24.03,14,880914306510
1302102102,05/03/24,20.14,25.87,4,880914306510
1302102102,05/04/24,20.1419,24.42,13,880914306510
1302102102,05/06/24,20.145,24.74,8,880914306510
1302102102,05/07/24,20.143333,26.49,3,880914306510
1302102102,05/08/24,20.145666,26.20,12,880914306510
1302102102,05/09/24,20.145,24.74,2,880914306510
1302102102,05/10/24,20.145625,27.74,9,880914306510
1302102102,05/11/24,20.14,25.49,1,880914306510
1302102102,05/14/24,20.15,34.99,1,880914306510
1302102102,05/15/24,20.145,27.99,2,880914306510
1302102102,05/16/24,20.14,34.99,1,880914306510
1302102102,05/17/24,20.15,27.99,1,880914306510
1302102102,05/18/24,20.14,34.99,1,880914306510
1302102102,05/20/24,20.15,27.99,1,880914306510
1302102102,05/22/24,20.14,34.99,1,880914306510
1302102102,05/24/24,20.15,31.49,1,880914306510
1302102102,05/29/24,20.14,34.99,1,880914306510
1302102102,05/31/24,20.145,34.99,2,880914306510
1302102102,06/03/24,20.15,31.49,1,880914306510
1302102102,06/05/24,20.145,33.24,2,880914306510
1302102102,06/06/24,20.14,34.99,1,880914306510
1302102102,06/08/24,20.145,31.49,2,880914306510
1302102102,06/11/24,20.1475,28.26,3,880914306510
1302102102,06/13/24,20.14,29.74,1,880914306510
1302102102,06/15/24,20.145,29.74,2,880914306510
1302102102,06/17/24,20.145,31.49,2,880914306510
1302102102,06/18/24,20.15,34.99,1,880914306510
1302102102,06/21/24,20.14,31.49,1,880914306510
1302102102,06/25/24,20.146666,33.82,3,880914306510
1302102102,06/26/24,20.145,34.99,2,880914306510
1302102102,06/27/24,20.1411,34.99,5,880914306510
1302102102,06/28/24,20.14,29.74,1,880914306510
1302102102,06/29/24,20.14,29.74,1,880914306510
1302102102,07/01/24,20.14,29.74,1,880914306510
1302102102,07/03/24,20.14,29.74,1,880914306510
1302102102,07/05/24,20.14,29.74,3,880914306510
1302102102,07/06/24,20.1425,29.74,3,880914306510
1302102102,07/10/24,20.1425,29.74,3,880914306510
1302102102,07/23/24,20.14,34.99,1,880914306510
1302102102,08/05/24,20.145,28.49,2,880914306510
1302102102,08/06/24,20.145,26.99,2,880914306510
1302102102,08/07/24,20.15,26.99,1,880914306510
1302102102,08/09/24,20.145,29.99,4,880914306510
1302102102,08/16/24,20.1425,27.74,3,880914306510
1302102102,08/23/24,20.145,34.99,2,880914306510
1302102102,08/28/24,20.15,34.99,1,880914306510
1302102102,08/30/24,20.14,29.74,1,880914306510
1302102102,09/02/24,20.145,29.99,2,880914306510
1302102102,09/03/24,20.145,25.49,2,880914306510
1302102102,09/04/24,20.15,23.99,1,880914306510
1302102102,09/06/24,20.14,25.49,1,880914306510
1302102102,09/07/24,20.15,25.49,1,880914306510
1302102102,09/14/24,20.1425,25.64,5,880914306510
1302102102,09/19/24,20.15,31.49,1,880914306510
1302102102,10/08/24,20.14,34.99,1,880914306510
1302102102,10/14/24,20.15,29.74,1,880914306510
1302102102,10/15/24,20.145,18.63,10,880914306510
1302102102,11/02/24,20.145,26.99,2,880914306510
1302102102,11/04/24,20.14,26.99,1,880914306510
1302102102,11/05/24,20.1475,28.49,3,880914306510
1302102102,11/06/24,20.14,26.99,1,880914306510
1302102102,11/08/24,20.15,29.99,1,880914306510
1302102109,05/03/24,26.486,24.43,5,880912827429
1302102109,05/04/24,27,33.99,5,880912827429
1302102109,05/06/24,27,33.99,1,880912827429
1302102109,05/07/24,27,33.99,4,880912827429
1302102109,05/08/24,27,33.99,1,880912827429
1302102109,05/13/24,27,39.99,1,880912827429
1302102109,05/15/24,27,33.99,2,880912827429
1302102109,05/16/24,27,39.99,2,880912827429
1302102109,05/17/24,27,31.99,4,880912827429
1302102109,05/21/24,27,34.66,6,880912827429
1302102109,05/22/24,27,39.99,5,880912827429
1302102109,05/25/24,27,39.99,2,880912827429
1302102109,05/29/24,27,39.99,1,880912827429
1302102109,05/30/24,27,39.99,1,880912827429
1302102109,06/01/24,27,35.99,2,880912827429
1302102109,06/03/24,27,37.99,2,880912827429
1302102109,06/04/24,27,35.99,2,880912827429
1302102109,06/05/24,27,39.99,2,880912827429
1302102109,06/06/24,27,39.99,6,880912827429
1302102109,06/08/24,27,29.24,8,880912827429
1302102109,06/10/24,27,31.04,9,880912827429
1302102109,06/11/24,27,26.99,4,880912827429
1302102109,06/12/24,27,28.49,3,880912827429
1302102109,06/13/24,27,31.32,3,880912827429
1302102109,06/14/24,27,29.99,2,880912827429
1302102109,06/15/24,27,26.99,7,880912827429
1302102109,06/17/24,27,28.12,17,880912827429
1302102109,06/18/24,27,28.66,15,880912827429
1302102109,06/19/24,27,28.99,7,880912827429
1302102109,06/20/24,27,29.99,10,880912827429
1302102109,06/21/24,27,26.99,1,880912827429
1302102109,06/22/24,27,32.99,4,880912827429
1302102109,06/24/24,27,26.99,1,880912827429
1302102109,06/25/24,27,35.99,3,880912827429
1302102109,07/02/24,27,39.99,1,880912827429
1302102109,07/03/24,27,33.99,1,880912827429
1302102109,07/05/24,27,33.99,3,880912827429
1302102109,07/06/24,27,33.99,1,880912827429
1302102109,07/09/24,27,25.49,17,880912827429
1302102109,07/10/24,27,26.84,12,880912827429
1302102109,07/11/24,27,28.98,12,880912827429
1302102109,07/12/24,27,28.49,2,880912827429
1302102109,07/15/24,27,26.99,1,880912827429
1302102109,07/20/24,27,23.99,1,880912827429
1302102109,07/22/24,27,29.99,1,880912827429
1302102109,08/10/24,26.57,35.99,1,880912827429
1302102109,08/21/24,26.57,33.99,1,880912827429
1302102109,09/02/24,26.5667,28.89,3,880912827429
1302102109,09/03/24,26.57,28.04,2,880912827429
1302102109,09/10/24,26.57,30.59,1,880912827429
1302102109,09/13/24,26.57,33.99,1,880912827429
1302102109,09/14/24,26.57,33.99,1,880912827429
1302102109,09/18/24,26.57,39.99,1,880912827429
1302102109,09/19/24,26.57,39.99,1,880912827429
1302102109,09/30/24,26.5675,31.44,3,880912827429
1302102109,10/01/24,26.57,30.59,1,880912827429
1302102109,10/04/24,26.565,30.76,4,880912827429
1302102109,10/05/24,26.57,27.53,1,880912827429
1302102109,10/07/24,26.57,30.59,1,880912827429
1302102109,10/08/24,26.57,33.99,2,880912827429
1302102109,10/12/24,26.565,28.89,2,880912827429
1302102109,10/15/24,26.5675,27.73,11,880912827429
1302102109,10/17/24,26.57,28.89,1,880912827429
1302102109,10/22/24,26.57,30.59,1,880912827429
1302102109,10/23/24,26.57,33.99,1,880912827429
1302102109,10/29/24,26.57,34.99,1,880912827429
1302102109,11/01/24,26.56,34.99,1,880912827429
1302102109,11/04/24,26.565,34.99,2,880912827429
1302102109,11/05/24,26.565,31.49,2,880912827429
1302102109,11/11/24,26.57,45.99,1,880912827429
1302102109,11/19/24,26.56,41.39,1,880912827429
1302103010,03/27/24,17,29.99,1,61068005001
1302103010,04/02/24,17,29.99,1,61068005001
1302103010,04/09/24,17,29.99,4,61068005001
1302103010,04/10/24,17,29.99,1,61068005001
1302103010,04/13/24,17,26.99,1,61068005001
1302103010,04/20/24,17,29.99,1,61068005001
1302103010,04/23/24,17,25.49,2,61068005001
1302103010,04/26/24,17,29.99,1,61068005001
1302103010,04/29/24,17,29.99,2,61068005001
1302103010,05/07/24,17,29.99,1,61068005001
1302103010,05/08/24,17,25.49,1,61068005001
1302103010,05/09/24,17,25.49,1,61068005001
1302103010,05/13/24,17,29.99,1,61068005001
1302103010,05/29/24,17,29.99,2,61068005001
1302103010,05/31/24,17,26.99,1,61068005001
1302103010,06/03/24,17,26.99,2,61068005001
1302103010,06/05/24,17,26.99,1,61068005001
1302103010,06/06/24,17,29.99,1,61068005001
1302103010,06/08/24,17,28.49,2,61068005001
1302103010,06/10/24,17,22.94,1,61068005001
1302103010,06/18/24,18,29.99,1,61068005001
1302103010,06/26/24,18,29.99,1,61068005001
1302103010,07/05/24,18,25.49,1,61068005001
1302103010,07/06/24,18,29.99,5,61068005001
1302103010,07/08/24,18,25.49,1,61068005001
1302103010,07/11/24,18,29.99,1,61068005001
1302103010,07/23/24,18,23.99,2,61068005001
1302103010,07/24/24,18,29.99,3,61068005001
1302103010,08/08/24,18,29.99,1,61068005001
1302103010,08/10/24,18,29.99,1,61068005001
1302103010,08/14/24,18,24.29,1,61068005001
1302103010,08/20/24,18,25.49,2,61068005001
1302103010,08/23/24,19,29.99,1,61068005001
1302103010,08/27/24,19,25.49,1,61068005001
1302103010,09/02/24,19,29.99,1,61068005001
1302103010,09/03/24,19,21.24,1,61068005001
1302103010,09/04/24,19,21.24,2,61068005001
1302103010,09/06/24,20,24.99,1,61068005001
1302103010,09/07/24,20,24.99,1,61068005001
1302103010,09/09/24,20,21.24,2,61068005001
1302103010,09/13/24,19.5,26.24,3,61068005001
1302103010,09/14/24,19,29.99,2,61068005001
1302103010,09/16/24,20,22.49,1,61068005001
1302103010,09/18/24,20,24.99,1,61068005001
1302103010,09/19/24,20,24.99,1,61068005001
1302103010,09/23/24,20,33.29,1,61068005001
1302103010,10/02/24,20,36.99,1,61068005001
1302103010,10/03/24,20,36.99,6,61068005001
1302103010,11/09/24,20,29.99,2,61068005001
1302103010,11/12/24,20,39.99,1,61068005001
1302600013,03/18/24,15.2,37.99,1,80717670428
1302600013,03/27/24,15.2,37.04,4,80717670428
1302600013,03/30/24,15.2,37.99,1,80717670428
1302600013,04/03/24,15.2,37.99,1,80717670428
1302600013,04/04/24,15.2,37.99,1,80717670428
1302600013,04/08/24,15.2,35.46,3,80717670428
1302600013,04/09/24,15.2,37.99,1,80717670428
1302600013,04/10/24,15.2,37.99,1,80717670428
1302600013,04/13/24,15.2,25.99,1,80717670428
1302600013,04/15/24,15.2,23.39,1,80717670428
1302600013,04/16/24,15.2,25.99,3,80717670428
1302600013,04/19/24,15.2,22.96,3,80717670428
1302600013,04/20/24,15.2,25.99,1,80717670428
1302600013,04/22/24,15.2,24.26,4,80717670428
1302600013,04/23/24,15.2,24.26,4,80717670428
1302600013,04/24/24,15.2,22.09,2,80717670428
1302600013,04/26/24,15.2,20.79,2,80717670428
1302600013,04/27/24,15.2,22.52,3,80717670428
1302600013,04/29/24,15.2,30.39,1,80717670428
1302600013,04/30/24,15.2,20.79,1,80717670428
1302600013,05/01/24,15.2,31.34,2,80717670428
1302600013,05/02/24,15.2,31.34,2,80717670428
1302600013,05/06/24,15.2,23.79,1,80717670428
1302600013,05/08/24,15.2,27.99,1,80717670428
1302600013,05/09/24,15.2,26.94,5,80717670428
1302600013,05/11/24,15.2,23.26,3,80717670428
1302600013,05/13/24,15.2,17.99,2,80717670428
1302600013,05/14/24,15.2,15.65,6,80717670428
1302600013,05/15/24,15.2,14.84,6,80717670428
1302600013,05/16/24,15.2,16.42,4,80717670428
1302600013,05/17/24,13.28,16.73,8,80717670428
1302600013,05/18/24,12.8,15.29,1,80717670428
1302600013,05/20/24,13.142857,15.29,10,80717670428
1302600013,05/21/24,12.8,17.99,2,80717670428
1302600013,05/22/24,12.8,14.39,1,80717670428
1302600013,05/24/24,12.8,14.39,1,80717670428
1302600013,05/25/24,12.8,16.19,3,80717670428
1302600013,05/27/24,12.8,16.19,8,80717670428
1302600013,05/29/24,12.8,17.69,6,80717670428
1302600013,05/30/24,12.8,17.39,3,80717670428
1302600013,05/31/24,12.8,17.99,1,80717670428
1302600013,06/01/24,12.8,17.39,5,80717670428
1302600013,06/03/24,12.8,17.99,1,80717670428
1302600013,06/04/24,12.8,27.99,1,80717670428
1302600013,06/05/24,12.8,27.99,1,80717670428
1302600013,06/06/24,12.8,27.99,1,80717670428
1302600013,06/13/24,12.8,23.79,1,80717670428
1302600013,06/17/24,12.8,25.19,2,80717670428
1302600013,06/18/24,12.8,26.59,2,80717670428
1302600013,06/20/24,12.8,27.99,1,80717670428
1302600013,06/22/24,12.8,22.29,4,80717670428
1302600013,06/24/24,12.8,18.66,3,80717670428
1302600013,06/25/24,12.8,19.23,10,80717670428
1302600013,06/26/24,12.8,19.19,5,80717670428
1302600013,06/27/24,12.8,18.99,5,80717670428
1302600013,06/29/24,12.8,17.99,4,80717670428
1302600013,07/01/24,12.8,16.99,9,80717670428
1302600013,07/02/24,12.8,18.19,7,80717670428
1302600013,07/03/24,12.8,16.99,15,80717670428
1302600013,07/05/24,12.8,16.99,3,80717670428
1302600013,07/06/24,12.8,17.37,15,80717670428
1302600013,07/09/24,12.8,27.99,1,80717670428
1302600013,07/10/24,12.8,27.99,1,80717670428
1302600013,07/11/24,12.8,27.99,1,80717670428
1302600013,07/16/24,12.8,23.79,3,80717670428
1302600013,07/18/24,12.8,22.39,1,80717670428
1302600013,07/23/24,12.8,23.79,1,80717670428
1302600013,07/24/24,14,22.39,3,80717670428
1302600013,07/26/24,14,22.39,4,80717670428
1302600013,07/29/24,14,27.99,1,80717670428
1302600013,07/30/24,14,25.19,1,80717670428
1302600013,07/31/24,14,27.99,1,80717670428
